cand_id,thread_id,customer_message,context_before,brand_reply,full_conversation,num_turns,resolved_heuristic,bucket
98,356969,please please please please get rid of the 3k offline download limit my plants are dying @115888 @SpotifyCares,,"@200758 Hi Claudia, we hear you! We’d love to see your vote, and hear your feedback on this idea: https://t.co/Z9OErWpTNz /GT","[customer] please please please please get rid of the 3k offline download limit my plants are dying @115888 @SpotifyCares || [brand] @200758 Hi Claudia, we hear you! We’d love to see your vote, and hear your feedback on this idea: https://t.co/Z9OErWpTNz /GT",2,True,playback_technical_issue
99,1933708,Getting really pissed that ojuelegba remix keeps getting removed from Spotify 🙃🙃🙃 @575404 @115888,,@575403 Hi! Sorry to hear you feel that way. Sometimes content gets temporarily removed due to licensing changes. https://t.co/0i8GpimuDa /DD,[customer] Getting really pissed that ojuelegba remix keeps getting removed from Spotify 🙃🙃🙃 @575404 @115888 || [brand] @575403 Hi! Sorry to hear you feel that way. Sometimes content gets temporarily removed due to licensing changes. https://t.co/0i8GpimuDa /DD,2,True,content_availability
100,987852,"Hey @SpotifyCares, you put this EP on the WRONG artist. This EP belong to SCANDAL (from Japan) not Scandal. Thx.
https://t.co/Ko3TppP5Qh",,"@354062 Hi there! Thanks for the heads-up. No worries, we'll get this reported. Great detective work https://t.co/LpsmyUtme0 😉 /NY","[customer] Hey @SpotifyCares, you put this EP on the WRONG artist. This EP belong to SCANDAL (from Japan) not Scandal. Thx.
https://t.co/Ko3TppP5Qh || [brand] @354062 Hi there! Thanks for the heads-up. No worries, we'll get this reported. Great detective work https://t.co/LpsmyUtme0 😉 /NY",2,True,content_error_report
101,400028,".@SpotifyCares  The tempo in this track is very odd, far too slow. Bad encode? (Same track on CD isnt like this) https://t.co/UDtXtvaCeX",,"@210585 Hey Dan, thanks for the heads-up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /JP","[customer] .@SpotifyCares  The tempo in this track is very odd, far too slow. Bad encode? (Same track on CD isnt like this) https://t.co/UDtXtvaCeX || [brand] @210585 Hey Dan, thanks for the heads-up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /JP || [customer] @SpotifyCares Great!  Its the version on the ""12"" 80s Pop"" album - the embedded one above appears to sound fine. 😃 https://t.co/h3koA2gkHH || [brand] @210585 Awesome! We'll note it down. For anything else, we're just a tweet away /JP",4,True,unmatched
102,1779407,@405274 please add lyric a every song🙌🏽🤞🏽🙏🏽,,"@534632 Hi Osmín! If you don’t see it, the lyrics/story aren’t currently available for that song. There's more here: https://t.co/mvyCo4ndOe 🙂 /T","[customer] @405274 please add lyric a every song🙌🏽🤞🏽🙏🏽 || [brand] @534632 Hi Osmín! If you don’t see it, the lyrics/story aren’t currently available for that song. There's more here: https://t.co/mvyCo4ndOe 🙂 /T",2,True,feature_request_or_limitation
103,1841899,@115888 you charged my card twice??? uncool. FIGHT ME,,"@551969 Hey, that doesn't sound right. Can you DM us your account's email address or username? We'll check backstage /RH https://t.co/ldFdZRiNAt","[customer] @115888 you charged my card twice??? uncool. FIGHT ME || [brand] @551969 Hey, that doesn't sound right. Can you DM us your account's email address or username? We'll check backstage /RH https://t.co/ldFdZRiNAt",2,True,account_billing
104,2043174,"@SpotifyCares Hi friends, I deleted my FB account without unlinking it etc from Spotify first and now I’m stuck and can’t log in. Pls help x",,"@549647 Hey there, help's here! Could you DM us your account's username/email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt","[customer] @SpotifyCares Hi friends, I deleted my FB account without unlinking it etc from Spotify first and now I’m stuck and can’t log in. Pls help x || [brand] @549647 Hey there, help's here! Could you DM us your account's username/email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt",2,True,login_account_access
105,2239699,"@115888 time to update the app for the iPhone X. Come on now, get busy wit it!",,"@653039 Hey Adrian! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU","[customer] @115888 time to update the app for the iPhone X. Come on now, get busy wit it! || [brand] @653039 Hey Adrian! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",2,True,unmatched
106,823260,@SpotifyCares would be cool if Spotify included production details of music. Label. Producer. Engineer. These people deserve recognition 2,,"@316111 Hey Rick, we can see how that’d be useful! You can vote for the official idea here: https://t.co/dkpzZy8mrm /TR","[customer] @SpotifyCares would be cool if Spotify included production details of music. Label. Producer. Engineer. These people deserve recognition 2 || [brand] @316111 Hey Rick, we can see how that’d be useful! You can vote for the official idea here: https://t.co/dkpzZy8mrm /TR",2,True,redirect_other_team
107,2681308,@115888 What’s with the 3333 song limit? Back to Apple Music for me...,,"@754310 We hear you Max! We have more info about this here: https://t.co/8OOl8B2i69. While checking that out, you may want to add your vote to let our devs know it's something you'd like to see. Hope this helps /DR","[customer] @115888 What’s with the 3333 song limit? Back to Apple Music for me... || [brand] @754310 We hear you Max! We have more info about this here: https://t.co/8OOl8B2i69. While checking that out, you may want to add your vote to let our devs know it's something you'd like to see. Hope this helps /DR",2,True,feature_request_or_limitation
108,1760763,"@spotifycares I'm looking to obtain services from reliable, legitimate businesses. Also, good job choosing twitter, an irrelevant platform.",,@529911 3: Just let us know what's happening exactly and we'll see what we can do for you /JP,"[customer] @spotifycares I'm looking to obtain services from reliable, legitimate businesses. Also, good job choosing twitter, an irrelevant platform. || [brand] @529911 3: Just let us know what's happening exactly and we'll see what we can do for you /JP",2,True,redirect_other_team
109,514141,@115888 i'll be here waiting for my 2017 stats thanks :),,@238369 Hey Anna! Keep your eyes peeled for more info in the coming weeks 👀 /JX,[customer] @115888 i'll be here waiting for my 2017 stats thanks :) || [brand] @238369 Hey Anna! Keep your eyes peeled for more info in the coming weeks 👀 /JX,2,True,praise_or_gratitude
110,1311649,(1) I have been a @115888 Premium subscriber for years and years. Why the 🤬 am I still not able to hide music I don't EVER want to see?,,"@426500 Hey, we hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /RH","[customer] (1) I have been a @115888 Premium subscriber for years and years. Why the 🤬 am I still not able to hide music I don't EVER want to see? || [brand] @426500 Hey, we hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /RH",2,True,account_billing
111,2608704,@SpotifyCares — I've had all my downloaded albums on iOS disappear twice. Reinstalling the app didn't fix (it happened again). Please help.,,@737887 Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /JS,[customer] @SpotifyCares — I've had all my downloaded albums on iOS disappear twice. Reinstalling the app didn't fix (it happened again). Please help. || [brand] @737887 Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF /JS,2,True,playback_technical_issue
112,1585564,Didn’t realize that @115888 was shit and puts a limit on how many songs you can download 😐,,@487843 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,[customer] Didn’t realize that @115888 was shit and puts a limit on how many songs you can download 😐 || [brand] @487843 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,2,True,feature_request_or_limitation
113,1646998,@SpotifyCares Spotify is ignoring my email address. Says there isn’t an account with that email but there is!,,@503211 Hey Jeremy! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,[customer] @SpotifyCares Spotify is ignoring my email address. Says there isn’t an account with that email but there is! || [brand] @503211 Hey Jeremy! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,2,True,unmatched
114,1583972,@SpotifyCares hello my email account was wrongfully changed on my premium account and I am now locked out answer me here or one of my DMs? Thanks,,@176908 Hey! We've sent you some info via DM. Check it out /MC,[customer] @SpotifyCares hello my email account was wrongfully changed on my premium account and I am now locked out answer me here or one of my DMs? Thanks || [brand] @176908 Hey! We've sent you some info via DM. Check it out /MC,2,True,praise_or_gratitude
115,688103,@284369 @115888 I can only listen to it on Spotify for 30 secs 😖 can't get in cos it's not available in my country 💔,Stream #HeartbreakOnAFullMoon on @115888 now 💔🌕  https://t.co/DSgT1oHFQG https://t.co/lxhOKDxnE9,@284368 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RS,[customer] Stream #HeartbreakOnAFullMoon on @115888 now 💔🌕  https://t.co/DSgT1oHFQG https://t.co/lxhOKDxnE9 || [customer] @284369 @115888 I can only listen to it on Spotify for 30 secs 😖 can't get in cos it's not available in my country 💔 || [brand] @284368 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RS,3,True,content_availability
116,1089991,"Hey @SpotifyCares, is there any way to change a premium account to a family plan?",,@377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt,"[customer] Hey @SpotifyCares, is there any way to change a premium account to a family plan? || [brand] @377160 Hey! Can you DM us your account's username and email address? We'll see what we can suggest /JL https://t.co/ldFdZRiNAt",2,True,account_billing
117,1160826,@115888 why your app is not available in India?,,@393110 Hey Karthick! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /TF,[customer] @115888 why your app is not available in India? || [brand] @393110 Hey Karthick! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /TF,2,True,content_availability
118,1545090,@115888 Fix this. The wrong song plays when I select this song. It’s playing the song that comes after it on this EP. https://t.co/yLR3qzlqAI,,"@478544 Hey, thanks for the heads-up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /KT","[customer] @115888 Fix this. The wrong song plays when I select this song. It’s playing the song that comes after it on this EP. https://t.co/yLR3qzlqAI || [brand] @478544 Hey, thanks for the heads-up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /KT",2,True,content_error_report
119,740749,Just hit my 10k song limit on @115888 grrrrrrrrrr,,@297159 Hey Alex! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /SY,[customer] Just hit my 10k song limit on @115888 grrrrrrrrrr || [brand] @297159 Hey Alex! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /SY,2,True,feature_request_or_limitation
120,2289876,"@SpotifyCares yo bring back 
l y r i c s my boyos",,"@665222 2: on Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: https://t.co/scvbRH6MhL /JU","[customer] @SpotifyCares yo bring back 
l y r i c s my boyos || [brand] @665222 2: on Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: https://t.co/scvbRH6MhL /JU || [customer] @SpotifyCares thank || [brand] @665222 No worries! You know where to find us if there's anything else you need help with. https://t.co/uEkAlnxbzn 😉 /CH",4,True,unmatched
121,1854879,@115888 please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃,,"@554932 Hey Rhia! What device, operating system, and Spotify version is this happening on? Are you able to shuffle when connected through WiFi? /AY","[customer] @115888 please fix ur bug which doesn't allow me to shuffle anything when on 4g 🙃 || [brand] @554932 Hey Rhia! What device, operating system, and Spotify version is this happening on? Are you able to shuffle when connected through WiFi? /AY",2,True,playback_technical_issue
122,2275427,When I'm on a playlist and I try to shuffle it only shuffles by artist and not by song. It's like some weird algorithm that @115888 has. Are there solutions to that or what's the deal,,@661815 Hey! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /CX,[customer] When I'm on a playlist and I try to shuffle it only shuffles by artist and not by song. It's like some weird algorithm that @115888 has. Are there solutions to that or what's the deal || [brand] @661815 Hey! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /CX || [customer] @SpotifyCares Ok so I left my feedback this seems like a pretty big thing I hope it gets fixed soon https://t.co/be7m2Jhav5 || [brand] @661815 Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 🙂 /CG,4,True,playback_technical_issue
123,1170728,@115888 why is there a saving limit,,@395349 Hey there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /PB,[customer] @115888 why is there a saving limit || [brand] @395349 Hey there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /PB,2,True,feature_request_or_limitation
124,863695,I hate that you search an artist on @115888 and put em on shuffle and it literally only plays like 6 songs when the artist has 100s of songs.,,@325109 Hi there. Thanks for bringing this up. We’ve actually made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /JU,[customer] I hate that you search an artist on @115888 and put em on shuffle and it literally only plays like 6 songs when the artist has 100s of songs. || [brand] @325109 Hi there. Thanks for bringing this up. We’ve actually made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /JU,2,True,playback_technical_issue
125,2027484,"Web player just logged me out and now it keeps going to a blank screen on login, help! @117153",,"@599569 Hi Hazel! We'd like to know more about this, so can you tell us what browser and OS you're using? We'll see what we can suggest /NH","[customer] Web player just logged me out and now it keeps going to a blank screen on login, help! @117153 || [brand] @599569 Hi Hazel! We'd like to know more about this, so can you tell us what browser and OS you're using? We'll see what we can suggest /NH",2,True,login_account_access
126,2919379,@SpotifyCares I keep getting an error occurred when searching for artists 😰,,@808037 Hey there! Everything should be running smoothly now. Let us know if this is still happening /FR,[customer] @SpotifyCares I keep getting an error occurred when searching for artists 😰 || [brand] @808037 Hey there! Everything should be running smoothly now. Let us know if this is still happening /FR,2,True,redirect_other_team
127,2338256,@SpotifyCares is gorgeous (by taylor swift) not meant to be available in australia yet?? https://t.co/2wHD9h3uBs,,@556800 Hey there! Is this the one you're looking for: https://t.co/e1vz2Onagm? /FR,"[customer] @SpotifyCares is gorgeous (by taylor swift) not meant to be available in australia yet?? https://t.co/2wHD9h3uBs || [brand] @556800 Hey there! Is this the one you're looking for: https://t.co/e1vz2Onagm? /FR || [customer] @SpotifyCares yeah, thanks, any reason why it was late?? || [brand] @556800 We don't have any further info to share right now. If you need anything else, just shout and we'll come running 🏃 /FR || [customer] @SpotifyCares okay cool, thank you! || [brand] @556800 https://t.co/rkpsuGlCiy 😁 /FR",6,True,content_availability
128,513063,"@115888 - this is complaint about the @117144 ""kissing"" audio ad. it sounds terrible. please remove. and request that no one ever submit a ""kissing"" audio ad ever again. #thankyou",,"@238043 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RA","[customer] @115888 - this is complaint about the @117144 ""kissing"" audio ad. it sounds terrible. please remove. and request that no one ever submit a ""kissing"" audio ad ever again. #thankyou || [brand] @238043 Hey! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RA",2,True,praise_or_gratitude
129,2072776,. @SpotifyCares why is there a limit on downloaded songs?  Have 15hr flight- limit is making me anxious. What if I download the wrong songs?,,"@613073 Hi there! At this time there is a limit of 3,333 offline songs per device. We have some more info for you here: https://t.co/WSjJgGAmPy /JI","[customer] . @SpotifyCares why is there a limit on downloaded songs?  Have 15hr flight- limit is making me anxious. What if I download the wrong songs? || [brand] @613073 Hi there! At this time there is a limit of 3,333 offline songs per device. We have some more info for you here: https://t.co/WSjJgGAmPy /JI || [customer] @SpotifyCares Thanks but that didn’t answer WHY there’s a limit. I have 16gb free on my phone and want to download at least 5,555 songs not 3,333. || [brand] @613073 We completely understand. We don't have any more info on this right now, but we'll let the team know it's something you'd like to see /JI",4,True,content_error_report
130,2427704,@SpotifyCares hey it's me InsulticA can you remove insultica live from your website it shows up in google searches I need it Gone lol thanks,,@697062 Hey! You can reach out to our Artist Support team here: https://t.co/p1wbtdELHu. They're the best folks to help you here /I,[customer] @SpotifyCares hey it's me InsulticA can you remove insultica live from your website it shows up in google searches I need it Gone lol thanks || [brand] @697062 Hey! You can reach out to our Artist Support team here: https://t.co/p1wbtdELHu. They're the best folks to help you here /I,2,True,praise_or_gratitude
131,2286033,Can you please add Migos - Emmitt Smith @115888? https://t.co/50KBihsGX4,,@664291 We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /SU,[customer] Can you please add Migos - Emmitt Smith @115888? https://t.co/50KBihsGX4 || [brand] @664291 We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /SU,2,True,feature_request_or_limitation
132,1077376,@115888 @SpotifyCares https://t.co/bWzTp81lSc wrong artist link. Should be https://t.co/AQFwP0ccFk @374182,,@220664 Hey there. Thanks for the heads up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /QI,[customer] @115888 @SpotifyCares https://t.co/bWzTp81lSc wrong artist link. Should be https://t.co/AQFwP0ccFk @374182 || [brand] @220664 Hey there. Thanks for the heads up. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /QI,2,True,content_error_report
133,993086,"I can't access my Hulu account with my Spotify Premium for Students anymore, and all I want is just to watch some South Park again, please help @SpotifyCares",,@355247 Hi Cristina! We've just sent a DM your way. Let's carry on chatting there /AU,"[customer] I can't access my Hulu account with my Spotify Premium for Students anymore, and all I want is just to watch some South Park again, please help @SpotifyCares || [brand] @355247 Hi Cristina! We've just sent a DM your way. Let's carry on chatting there /AU",2,True,account_billing
134,620367,"@SpotifyCares why does offline mode (android, app v8.4.28.876) keep deleting tracks and losing album art randomly? :(",,"@267242 Hey Nick! Just to check, are your offline tracks getting desynced? Let us know - we'll see what we can suggest /SY","[customer] @SpotifyCares why does offline mode (android, app v8.4.28.876) keep deleting tracks and losing album art randomly? :( || [brand] @267242 Hey Nick! Just to check, are your offline tracks getting desynced? Let us know - we'll see what we can suggest /SY || [customer] @SpotifyCares Yes? They appear in the playlist, but are greyed out, and they definitely weren't greyed out yesterday || [brand] @267242 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /SY",4,True,playback_technical_issue
135,2456328,"@115888 @117168 optimize your app for iPhone X dammit, I don't want to use Apple Music :///",,"@703633 Hey Anthony! We hear you, and we’re working on it as we speak. Stay tuned /AN","[customer] @115888 @117168 optimize your app for iPhone X dammit, I don't want to use Apple Music :/// || [brand] @703633 Hey Anthony! We hear you, and we’re working on it as we speak. Stay tuned /AN",2,True,unmatched
136,2397293,"Dear @115888; you are from Sweden, I'm from Norway, so I presume that you know the difference between Norwegian and Finnish - so why do I get all these Finnish recommendations?!",,"@689950 Hi Thomas, we can help. Can you DM us your account's email address? We'll check under the hood and see what to suggest /NY https://t.co/ldFdZRiNAt","[customer] Dear @115888; you are from Sweden, I'm from Norway, so I presume that you know the difference between Norwegian and Finnish - so why do I get all these Finnish recommendations?! || [brand] @689950 Hi Thomas, we can help. Can you DM us your account's email address? We'll check under the hood and see what to suggest /NY https://t.co/ldFdZRiNAt",2,True,unmatched
137,2309922,Come on @115888 When can we dump the 10000 limit @SpotifyCares #LetTheMusicPlay #Spotify #NoLimits,,"@322348 Hey Derek, we hear you! We’d love to see your vote, and hear your feedback on this idea: https://t.co/8OOl8B2i69 /GU","[customer] Come on @115888 When can we dump the 10000 limit @SpotifyCares #LetTheMusicPlay #Spotify #NoLimits || [brand] @322348 Hey Derek, we hear you! We’d love to see your vote, and hear your feedback on this idea: https://t.co/8OOl8B2i69 /GU",2,True,feature_request_or_limitation
138,700444,"@SpotifyCares I have a question
When I try to log in, it says that I apparently use my facebook to log in.
When I try to log in with facebook, it says that I need to change my facebook password. But why? I am in facebook, no problem.
Bottom line: I cannot enter into spotify.",,"@260508 Hey David, that's not cool! Could you DM us your account's email address? We'll take a look backstage /BX https://t.co/ldFdZRiNAt","[customer] @SpotifyCares I have a question
When I try to log in, it says that I apparently use my facebook to log in.
When I try to log in with facebook, it says that I need to change my facebook password. But why? I am in facebook, no problem.
Bottom line: I cannot enter into spotify. || [brand] @260508 Hey David, that's not cool! Could you DM us your account's email address? We'll take a look backstage /BX https://t.co/ldFdZRiNAt",2,True,login_account_access
139,1933574,@115888 please give a job curating playlists im really creative and love listening to music,,@575364 Hey! We'd love for you to get an opportunity to show us what you can do. Check out https://t.co/rEjSoRyD5y for career opportunities /MG,[customer] @115888 please give a job curating playlists im really creative and love listening to music || [brand] @575364 Hey! We'd love for you to get an opportunity to show us what you can do. Check out https://t.co/rEjSoRyD5y for career opportunities /MG,2,True,redirect_other_team
140,1500094,@SpotifyCares @115888 you guys charged me 3 times! Need help!,,"@468274 Hey Celeste, help's here! Can you DM us your account's email address? We'll take a look backstage /MV https://t.co/ldFdZRiNAt","[customer] @SpotifyCares @115888 you guys charged me 3 times! Need help! || [brand] @468274 Hey Celeste, help's here! Can you DM us your account's email address? We'll take a look backstage /MV https://t.co/ldFdZRiNAt",2,True,account_billing
141,1252705,@SpotifyCares I use my student email but I do not have the student discount nor do I have access to Hulu? What do I do?,,@413855 Hi Cody! Help has arrived. Could you send us your account's email address or username via DM? We'll take a look backstage /RK https://t.co/ldFdZRiNAt,[customer] @SpotifyCares I use my student email but I do not have the student discount nor do I have access to Hulu? What do I do? || [brand] @413855 Hi Cody! Help has arrived. Could you send us your account's email address or username via DM? We'll take a look backstage /RK https://t.co/ldFdZRiNAt,2,True,account_billing
142,1442532,@SpotifyCares @115888 wrong artist link https://t.co/VYmgZSmRpG should be https://t.co/WVSoK3Y0ar ;) @454586,,@220664 Thanks. Hopefully this'll get sorted soon. Great detective work! https://t.co/LpsmyUtme0 /DR,[customer] @SpotifyCares @115888 wrong artist link https://t.co/VYmgZSmRpG should be https://t.co/WVSoK3Y0ar ;) @454586 || [brand] @220664 Thanks. Hopefully this'll get sorted soon. Great detective work! https://t.co/LpsmyUtme0 /DR,2,True,content_error_report
143,2857456,"Hey @115888,
I'd like to thank you for removing my wife, who I'm living with, from our family account. Big improvement. Thank you a lot. 

/cc @SpotifyCares",,"@624398 Hey Gökay! Can you DM us her account's email address, as well as your own? We'll take a look backstage /SY https://t.co/ldFdZRiNAt","[customer] Hey @115888,
I'd like to thank you for removing my wife, who I'm living with, from our family account. Big improvement. Thank you a lot. 

/cc @SpotifyCares || [brand] @624398 Hey Gökay! Can you DM us her account's email address, as well as your own? We'll take a look backstage /SY https://t.co/ldFdZRiNAt",2,True,praise_or_gratitude
144,2833792,"Hey @115888, do you know why my lock screen is stuck on Don’t You Want Me? 😂 it’s been like this for a while. Skip still works but will still show that song/artwork. Not sure if it’s a bug or something? https://t.co/XToUv1myID",,@788866 Hey there! Can you try logging out and back in again? You can also try restarting your phone to see if it helps /MA,"[customer] Hey @115888, do you know why my lock screen is stuck on Don’t You Want Me? 😂 it’s been like this for a while. Skip still works but will still show that song/artwork. Not sure if it’s a bug or something? https://t.co/XToUv1myID || [brand] @788866 Hey there! Can you try logging out and back in again? You can also try restarting your phone to see if it helps /MA || [customer] @SpotifyCares Restarting worked! Thanks :) || [brand] @788866 You're welcome! Give us a shout if you ever need us again. We'll always be... https://t.co/LgAM6ky9Vv 😁 /MA",4,True,playback_technical_issue
145,1966376,@SpotifyCares I bought Premium like 30 mins ago and but don't have premium features on phone or PC. Logging in w/ facebook,,@582773 Hi Drew! We've sent a reply to your DM. Let's carry on chatting there 🙂 /LP,[customer] @SpotifyCares I bought Premium like 30 mins ago and but don't have premium features on phone or PC. Logging in w/ facebook || [brand] @582773 Hi Drew! We've sent a reply to your DM. Let's carry on chatting there 🙂 /LP,2,True,account_billing
146,1198659,"@115888 just my 2 cents... 

1) attach the label w/ releases &amp; make label searchable

2) be able to &gt; multiple stations at once for variety",,@401640 2: You can also head to https://t.co/QIvpbwjY4c to show your support to making Radio based on multiple artists possible /MG,"[customer] @115888 just my 2 cents... 

1) attach the label w/ releases &amp; make label searchable

2) be able to &gt; multiple stations at once for variety || [brand] @401640 2: You can also head to https://t.co/QIvpbwjY4c to show your support to making Radio based on multiple artists possible /MG",2,True,redirect_other_team
147,2132009,"@115888 why do you try to download over 4g when cellular download is off? please look into this, I need to kill the app as a workaround.",,@627417 Hey there! Can you let us know your device and Spotify version you're rocking? We'll see what we can suggest /DR,"[customer] @115888 why do you try to download over 4g when cellular download is off? please look into this, I need to kill the app as a workaround. || [brand] @627417 Hey there! Can you let us know your device and Spotify version you're rocking? We'll see what we can suggest /DR || [customer] @SpotifyCares Using version 8.4.23.784 armV7 on a Samsung Galaxy S6 || [brand] @627417 Thanks. Can you give this a try: log out from Spotify &gt; restart your device &gt; log back in? Did that make a difference? /DR",4,True,playback_technical_issue
148,2213688,@115888 wanna explain to me why I can’t listen to my playlists that I have created but I can listen to playlist others have created? 😡,,"@646926 Hey there! That's odd. Are you getting any error messages? If so, can you send us a screenshot? /PB","[customer] @115888 wanna explain to me why I can’t listen to my playlists that I have created but I can listen to playlist others have created? 😡 || [brand] @646926 Hey there! That's odd. Are you getting any error messages? If so, can you send us a screenshot? /PB || [customer] @SpotifyCares No error message. It just will not play. But I can put on another playlist (made by friends or Spotify) and it plays perfectly || [brand] @646926 Hmm. Can you let us know the device, operating system, and app version you're using? We'll see what we can suggest /PB || [customer] @SpotifyCares iPhone 6s Plus. app version : 8.4.22 || [brand] @646926 Got it. Could you try logging out, restarting your device by holding Home + Lock for 10 seconds, then logging back in? /PB || [customer] @SpotifyCares Did not work || [brand] @646926 Can you DM us your account's email address or username? We'll take a look under the hood /PB https://t.co/ldFdZRiNAt || [customer] @SpotifyCares I think it is working now! Thanks! If not fully resolved I’ll dm y’all. || [brand] @646926 You're welcome! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /PB",10,True,unmatched
149,2950640,"@SpotifyCares please add Jin's ""Mekakucity Records"". You only have ""Mekakucity Days"" available, the 1st part of Kagepro.",,"@814831 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /SJ","[customer] @SpotifyCares please add Jin's ""Mekakucity Records"". You only have ""Mekakucity Days"" available, the 1st part of Kagepro. || [brand] @814831 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /SJ",2,True,feature_request_or_limitation
150,2580754,"Blegh, some of the old Get Scraped Deamau5 tracks got removed from spotify ;(",,"@731473 Hey there! Can you send us a screenshot of how the album appears on your end? Also, what country is your Spotify account set to? We'll keep an eye out for your reply /LP","[customer] Blegh, some of the old Get Scraped Deamau5 tracks got removed from spotify ;( || [brand] @731473 Hey there! Can you send us a screenshot of how the album appears on your end? Also, what country is your Spotify account set to? We'll keep an eye out for your reply /LP || [customer] @SpotifyCares https://t.co/G6J9keroaj #10 'bored of canada' is greyed out, doesn't show up in searches || [brand] @731473 Thanks! What country is your account set to? We'll check backstage /AP || [customer] @SpotifyCares Should be Netherlands || [brand] @731473 Got it. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again to you soon! Let us know if there's anything else /AP",6,True,content_availability
151,2592333,"@SpotifyCares Right spotify cares! Not at all. Thanks for paying us money, but that is all...",,"@734163 We're sorry you feel that way, but we do care. We've just sent you a bit more info over DM. Feel free to check it out /AK","[customer] @SpotifyCares Right spotify cares! Not at all. Thanks for paying us money, but that is all... || [brand] @734163 We're sorry you feel that way, but we do care. We've just sent you a bit more info over DM. Feel free to check it out /AK",2,True,praise_or_gratitude
152,1872721,where is gorgeous why am I being robbed of so much music tonight @115888,,"@559199 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NS","[customer] where is gorgeous why am I being robbed of so much music tonight @115888 || [brand] @559199 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NS",2,True,content_availability
153,2963360,"@SpotifyCares Hi pls can you r ply to my DM re the family premium account issue, thanks",,@559415 Hey Andrew! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ,"[customer] @SpotifyCares Hi pls can you r ply to my DM re the family premium account issue, thanks || [brand] @559415 Hey Andrew! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ",2,True,praise_or_gratitude
